title,id,stage,creation,creator,activity,actor,nosy,type,components,versions,dependencies,assignee,keywords,priority,status,resolution,nosy_count,message_count
PyBytes_FromObject accepts arbitrary iterable,26759,None,2016-04-14.18:13:43,15623,2018-09-15.16:32:04,26650,"['2040', '2377', '14751', '15623', '26650']",5,[],"['19', '20']",[],None,[],4,1,None,5.0,4.0
[lib2to3] Synchronize token.py and tokenize.py with the standard library,33338,4,2018-04-23.01:04:56,12704,2018-09-15.17:37:33,16371,"['12704', '15623']",None,"['9', '20']",['22'],[],None,['2'],4,1,None,2.0,5.0
Asyncio documentation for recursive coroutines is lacking,34701,4,2018-09-16.03:54:15,29474,2018-09-16.04:15:11,29474,"['10303', '12260', '16198', '29474']",6,"['4', '30']","['18', '19', '20', '21']",[],12260,['2'],4,1,None,4.0,3.0
Add pid to .cover filename in lib/trace.py,32152,None,2017-11-28.08:45:04,27471,2018-09-16.13:13:55,3911,"['3911', '27471']",6,['9'],"['18', '19', '20', '21', '22']",[],None,[],4,1,None,2.0,5.0
Wrong inspect.getsource for datetime,32313,None,2017-12-13.21:46:39,11883,2018-09-16.17:42:53,24890,"['1427', '11883', '16198', '24890', '28746']",5,['9'],"['18', '19', '20', '21', '22']",[],None,[],4,1,None,5.0,2.0
Signature.from_callable sometimes drops subclassing,34706,4,2018-09-16.21:12:01,12829,2018-09-16.22:41:07,12829,['12829'],5,['9'],['21'],[],None,['2'],4,1,None,1.0,1.0
Multiprocessing Pool workers initiated with maxtasksperchild do not execute when sharing logging,33367,None,2018-04-26.15:25:51,28390,2018-09-17.06:26:26,28746,"['328', '2040', '28390', '28746']",5,[],['14'],[],None,[],4,1,None,4.0,1.0
Support bytes-like objects when base is given to int(),27572,4,2016-07-19.08:56:16,21530,2018-09-17.07:17:27,15623,"['114', '9663', '14751', '15623', '21530']",6,['8'],['22'],[],None,['2'],4,1,None,5.0,11.0
"Do not access ob_type directly, introduce Py_TP",34704,4,2018-09-16.12:35:22,83,2018-09-17.09:30:17,925,"['83', '925', '2377', '15623']",6,['8'],[],[],None,"['2', '8']",4,1,None,4.0,2.0
multiprocessing maxtasksperchild=1 + logging = task loss,23278,3,2015-01-20.02:02:52,20690,2018-09-17.12:52:44,28746,"['328', '13976', '20690', '28746']",5,['9'],"['14', '18']",[],None,[],4,1,None,4.0,2.0
Python not reentrant,34707,None,2018-09-17.02:04:35,29480,2018-09-17.15:54:30,14000,"['1309', '2377', '2799', '14000', '29480']",5,['8'],['22'],[],None,[],4,1,None,5.0,4.0
Lib/sysconfig.py expands non-variables,34689,4,2018-09-14.20:11:33,24444,2018-09-17.17:53:11,24444,['24444'],5,['9'],"['14', '19', '20', '21', '22']",[],None,['2'],4,1,None,1.0,1.0
Segfault in pandas that works fine on 3.7,34688,None,2018-09-14.19:52:29,28746,2018-09-17.18:29:56,28746,"['28746', '29286']",1,['8'],['22'],[],None,[],4,1,None,2.0,4.0
MagicMock.__divmod__ should return a pair,34716,None,2018-09-17.19:45:58,15623,2018-09-17.19:49:37,24890,"['9716', '15623', '24890']",5,['9'],"['20', '21', '22']",[],None,[],4,1,None,3.0,1.0
Guarantee that divmod() and PyNumber_Divmod() return a 2-tuple,34676,4,2018-09-14.10:13:50,15623,2018-09-17.19:55:24,15623,"['114', '1118', '15467', '15623', '24890', '28746']",6,['8'],['22'],['34716'],None,['2'],4,1,None,6.0,6.0
Documentation for coroutine objects,34518,None,2018-08-27.08:44:48,3768,2018-09-18.10:37:01,28746,"['3768', '12260', '16198', '28746']",None,['4'],['21'],[],12260,[],4,1,None,4.0,4.0
pydoc getdocloc() is broken,28908,3,2016-12-08.19:24:29,83,2018-09-18.11:56:33,28746,"['83', '9663', '28746']",5,['9'],['21'],[],None,[],4,1,None,3.0,3.0
"urlopen doesn't handle query strings with ""file"" scheme",34702,None,2018-09-16.08:18:19,29476,2018-09-18.12:37:24,28746,"['28746', '29476']",5,[],[],[],None,[],4,1,None,2.0,1.0
Python needs to check existence of functions at runtime for targeting older macOS platforms,34597,None,2018-09-06.14:59:08,29395,2018-09-18.14:34:22,29395,"['925', '5248', '29395']",1,['10'],"['20', '21', '22']",[],None,[],4,1,None,3.0,13.0
test_strptime failure on OpenBSD,31635,None,2017-09-29.09:32:17,15623,2018-09-18.14:37:36,24890,"['4', '1427', '15623', '20485', '24890', '28746']",5,['9'],[],[],None,[],4,1,None,6.0,7.0
bz2/lzma: Compressor/Decompressor objects are only initialized in __init__,23224,4,2015-01-12.00:58:28,14751,2018-09-18.23:51:59,25071,"['2377', '4348', '14751', '15623', '19929', '23216', '25071', '26650']",1,['5'],"['14', '20', '21', '22']",[],None,['2'],4,1,None,8.0,7.0
Update zipimport to support importlib.invalidate_caches(),14678,None,2012-04-26.17:41:49,37,2018-09-19.07:11:29,15623,"['37', '252', '1309', '2799', '7641', '14000', '15623', '19573']",6,['9'],['22'],[],None,[],4,1,None,8.0,7.0
Update zipimport for PEP 451,19699,2,2013-11-22.16:29:21,37,2018-09-19.07:13:04,15623,"['14', '19', '37', '252', '1309', '9138', '14000', '15623', '19573']",6,['9'],['22'],[],None,[],4,1,None,9.0,4.0
zipimport fails when the ZIP archive contains more than 65535 files,32959,None,2018-02-26.21:08:51,9699,2018-09-19.07:19:25,15623,"['14', '9699', '15623', '25886']",5,['9'],['20'],[],None,[],4,1,None,4.0,3.0
Relative path in co_filename for zipped modules,18307,4,2013-06-26.14:27:09,18059,2018-09-19.07:34:58,15623,"['14', '37', '1309', '3108', '15623', '18059', '24617']",5,['8'],['22'],[],None,['2'],4,1,None,7.0,15.0
Expand zipimport to include other compression methods,17004,3,2013-01-20.18:41:42,114,2018-09-19.07:53:50,15623,"['37', '114', '252', '2040', '4348', '10080', '14000', '15623', '19573', '21917']",6,['9'],['22'],[],None,[],4,1,None,10.0,11.0
valgrind reports leaks for test_zipimport,23769,None,2015-03-24.22:32:14,19299,2018-09-19.07:55:23,15623,"['2377', '15623', '19299']",None,['12'],['18'],[],None,[],4,1,None,3.0,5.0
zipimport is not PEP 3147 or PEP 488 compliant,25710,None,2015-11-23.15:44:56,22920,2018-09-19.07:57:03,15623,"['14', '37', '1309', '12704', '14000', '15623', '17286', '19573', '22920']",5,['5'],['20'],['25711'],None,[],4,1,None,9.0,4.0
Pathlib glob ** bug,29249,3,2017-01-12.10:19:54,25334,2018-09-19.08:15:57,14361,"['2040', '3108', '12260', '14361', '15623', '25305', '25334', '25335']",6,['4'],"['19', '20', '21']",[],12260,[],4,1,None,8.0,8.0
argparse subparser help indent too short,34724,None,2018-09-18.16:49:27,29489,2018-09-19.22:20:26,14858,"['14858', '29489']",5,['9'],['20'],[],None,[],4,1,None,2.0,3.0
asyncio: support fork,21998,None,2014-07-17.16:10:45,2377,2018-09-19.23:25:30,16198,"['2040', '2377', '3108', '10124', '12146', '16198', '20058', '20095', '22753']",None,['30'],['20'],[],16198,['2'],4,1,None,9.0,55.0
imaplib RFC 6855 issue,34138,4,2018-07-17.12:31:07,28972,2018-09-20.03:43:57,29502,"['19', '9663', '15774', '28972', '29502']",None,['29'],['21'],[],None,['2'],4,1,None,5.0,5.0
[TLS] Update test certs to future proof settings,34542,4,2018-08-29.14:17:16,3108,2018-09-20.10:33:57,27838,"['1360', '3108', '9612', '17248', '27838']",5,['33'],"['14', '20', '21', '22']",[],3108,['2'],4,1,None,5.0,5.0
multiprocessing AuthenticationError when nesting with non-default authkey,34559,None,2018-08-31.22:16:52,28754,2018-09-20.10:52:33,28746,"['28746', '28754']",None,['9'],['20'],[],None,[],4,1,None,2.0,1.0
Fix the docstring for AbstractEventLoopPolicy.get_event_loop,34344,None,2018-08-06.10:04:47,28274,2018-09-20.11:25:43,28746,"['10303', '12260', '16198', '28274', '28746']",None,"['4', '30']","['20', '21', '22']",[],12260,[],4,1,None,5.0,1.0
Docs for uuid don't mention that uuid1 can repeat in some circumstances,33545,None,2018-05-16.17:32:45,28556,2018-09-20.11:37:09,28746,"['12260', '28556', '28746']",6,['4'],['20'],[],12260,[],4,1,None,3.0,1.0
Update overdue 'Deprecated ... removed in 3.x' messages,33813,None,2018-06-09.16:46:24,155,2018-09-20.11:43:09,15623,"['155', '7047', '15623', '28746']",None,[],[],[],None,[],4,1,None,4.0,2.0
Interactive shell doesn't work with readline bracketed paste,32019,None,2017-11-13.23:02:31,11883,2018-09-20.13:24:02,28746,"['11883', '28746']",None,[],[],[],None,[],4,1,None,2.0,1.0
Add a `recommended-packages.txt` file,31898,3,2017-10-30.05:17:27,1309,2018-09-20.13:24:43,28746,"['1309', '7641', '24890', '28746']",6,['4'],"['21', '22']",[],1309,[],4,1,None,4.0,6.0
Add optional argument for exit status in argparse.ArgumentParser.error,34742,None,2018-09-19.18:27:13,29497,2018-09-20.17:13:27,14858,"['14858', '28746', '29497']",6,['9'],"['14', '18', '19', '20', '21', '22']",[],None,[],4,1,None,3.0,3.0
sqlite3 400x-600x slower depending on formatting of an UPDATE statement in a string,32215,4,2017-12-05.00:40:52,27504,2018-09-20.17:19:53,14674,"['2040', '9663', '14674', '27504']",7,['9'],"['20', '21', '22']",[],None,['2'],4,1,None,4.0,10.0
uuid returns version more than 5,34732,4,2018-09-19.06:33:06,29493,2018-09-20.17:33:39,14674,"['14674', '22710', '28746', '29493']",5,['9'],"['21', '22']",[],None,['2'],4,1,None,4.0,10.0
"test_nntplib: sporadic failures, network isses? server down?",19756,4,2013-11-24.18:07:31,2377,2018-09-20.20:52:48,14674,"['2040', '2377', '14674', '14751', '27838']",5,['12'],"['20', '21', '22']",[],None,"['2', '9']",4,1,None,5.0,24.0
aclose() doesn't stop raise StopAsyncIteration / GeneratorExit to __anext__(),34730,None,2018-09-19.00:27:25,29492,2018-09-20.21:58:50,1264,"['1264', '9811', '10303', '16198', '29492']",None,['30'],"['20', '21']",[],None,[],4,1,None,5.0,5.0
Python upgrade with SYSTEM account uninstalls python,34737,None,2018-09-19.13:44:34,28301,2018-09-21.06:23:33,28301,"['301', '3951', '15467', '16632', '28301']",None,"['7', '15']",['20'],[],None,[],4,1,None,5.0,6.0
zipfile: inconsistent doc for ZIP64 file size,29013,3,2016-12-19.09:04:33,25150,2018-09-21.09:22:26,25150,"['12260', '13902', '14674', '15623', '25150']",5,['4'],"['20', '21', '22']",[],12260,[],4,1,None,5.0,10.0
imghdr does not support jpg files with Lavc bytes,27121,2,2016-05-25.10:00:47,23978,2018-09-21.11:53:34,28746,"['9663', '23978', '28746']",5,['9'],['20'],[],None,[],4,1,None,3.0,1.0
Inconsistant error messages for failed attribute modification,26767,None,2016-04-15.10:10:32,15623,2018-09-21.11:58:15,28746,"['15623', '28746']",6,['8'],['20'],[],None,[],5,1,None,2.0,1.0
"super() does not work in nested functions, genexps, listcomps, and gives misleading exceptions",26495,None,2016-03-06.18:47:20,16731,2018-09-21.12:19:17,28746,"['114', '4455', '16731', '28746']",None,['8'],[],[],None,[],4,1,None,4.0,1.0
textwrap should minimize number of breaks in extra long words,26214,None,2016-01-27.08:08:41,23311,2018-09-21.12:23:36,28746,"['93', '9511', '23311', '28746']",6,[],['20'],[],None,[],4,1,None,4.0,1.0
Stack overflow in reprlib causes a core dump,25240,None,2015-09-26.16:47:58,20890,2018-09-21.12:37:44,28746,"['114', '20890', '28746']",1,['9'],['18'],[],None,[],4,1,None,3.0,1.0
`inspect.getfullargspec` doesn't work fine for some builtin callable objects,32352,None,2017-12-17.13:47:09,27580,2018-09-22.05:25:05,27580,"['11255', '14751', '27580']",5,['9'],['20'],[],None,[],4,1,None,3.0,4.0
code_context not available in exec(),25952,None,2015-12-25.16:14:47,23101,2018-09-22.07:30:34,28746,"['16198', '23101', '28746']",5,['9'],"['19', '20']",[],None,[],4,1,None,3.0,1.0
"pydoc should display the expression for a builtin argument default, not its result",24834,3,2015-08-09.10:10:56,2731,2018-09-22.07:42:59,28746,"['2731', '15623', '16198', '28746']",6,[],['20'],[],2731,[],4,1,None,4.0,1.0
Python crash on exit,24174,None,2015-05-13.11:50:23,21727,2018-09-22.07:44:21,28746,"['21727', '28746']",1,['8'],['18'],[],None,[],4,1,None,2.0,1.0
"locals().update doesn't work in Enum body, even though direct assignment to locals() does",34750,None,2018-09-20.12:39:23,16370,2018-09-22.08:39:30,16370,"['12590', '16370', '19135', '25661']",None,['9'],['22'],[],12590,[],4,1,None,4.0,7.0
Support Mageia and Arch Linux in the platform module,24063,None,2015-04-26.19:43:46,21504,2018-09-22.16:02:42,28746,"['21504', '28746']",None,['9'],['14'],[],None,[],4,1,None,2.0,2.0
expanding platform module and making it work as it should,1180267,2,2005-04-10.16:44:28,2265,2018-09-22.16:04:18,12545,"['4', '2265', '28746']",6,['9'],['19'],[],4,[],4,1,None,3.0,9.0
Test suite emits many DeprecationWarnings about sys.exc_clear() when -3 is enabled,24341,None,2015-05-31.18:51:30,15623,2018-09-22.16:23:15,28746,"['1076', '2040', '3818', '9138', '15623', '28746']",5,['12'],['14'],[],None,[],4,1,None,6.0,1.0
is(upper/lower/title) are not exactly correct,13822,3,2012-01-19.04:22:54,4455,2018-09-22.16:28:32,28746,"['3080', '4455', '7047', '28746']",6,['14'],['19'],[],None,[],4,1,None,4.0,1.0
sqlite3 Row can return duplicate keys when using adapters,21465,None,2014-05-09.21:50:56,12545,2018-09-22.16:29:17,12545,"['423', '28746']",5,['9'],"['14', '18', '19']",[],423,[],4,1,None,2.0,1.0
async generator receives wrong value when shared between coroutines,30773,4,2017-06-26.18:55:33,14846,2018-09-22.16:47:30,28746,"['9811', '12075', '14846', '16198', '24040', '28606', '28746']",5,['8'],"['20', '21', '22']",[],16198,['2'],3,1,None,7.0,7.0
runaway Tasks with Task.cancel() ignored.,32181,None,2017-11-30.13:29:19,27425,2018-09-22.16:47:41,28746,"['16198', '27425', '28746']",5,['30'],['20'],[],None,[],4,1,None,3.0,2.0
test_gdb failed on Fedora 27,32897,None,2018-02-21.19:33:22,24362,2018-09-22.17:27:04,28746,"['24362', '28746']",None,['12'],['22'],[],None,[],4,1,None,2.0,2.0
segfault in PyBytes_AsString,31521,None,2017-09-19.18:19:05,27004,2018-09-22.17:35:33,28746,"['27004', '28746']",1,['8'],['20'],[],None,[],4,1,None,2.0,2.0
multiprocessing.Pool: Need a way to find out if work are finished.,12294,3,2011-06-09.13:59:51,1772,2018-09-22.17:58:14,28746,"['1772', '5849', '11703', '15584', '20485', '28746']",6,['9'],['21'],[],None,['2'],4,1,None,6.0,2.0
difflib.HtmlDiff produces different output from difflib.ndiff,27709,3,2016-08-08.15:40:57,10753,2018-09-22.18:00:18,28746,"['8', '155', '9740', '10753', '24371', '28746']",5,['9'],"['19', '20']",[],None,['2'],4,1,None,6.0,2.0
pathlib relative_to() can give confusing error message,23082,None,2014-12-18.13:37:19,12075,2018-09-22.18:16:31,28746,"['2040', '9138', '12075', '28746']",5,['9'],['18'],[],2040,[],4,1,None,4.0,2.0
Segmentation fault in operator.attrgetter,33232,None,2018-04-05.14:49:04,28235,2018-09-22.18:26:13,28746,"['301', '2731', '3951', '15467', '16632', '27657', '28235', '28746']",None,"['1', '8', '15']",['19'],[],2731,[],4,1,None,8.0,3.0
Exception parsing certain invalid email address headers,30701,None,2017-06-19.09:25:47,26383,2018-09-22.19:08:27,28746,"['19', '1309', '9663', '26383', '28746']",5,['29'],"['19', '20', '21']",[],None,[],4,1,None,5.0,3.0
sqlite3 module inconsistently returning only some rows from a table,34773,None,2018-09-23.05:13:20,29525,2018-09-23.05:13:20,29525,['29525'],5,['5'],['14'],[],None,[],4,1,None,1.0,1.0
IDLE: use theme colors for help viewer,34774,4,2018-09-23.05:34:58,155,2018-09-23.13:02:05,25861,"['155', '25861']",6,['6'],"['20', '21', '22']",[],155,['2'],4,1,None,2.0,4.0
Supporting extensible format(PCM) for wave.open(read-mode),32990,4,2018-03-03.09:25:58,28040,2018-09-23.13:35:55,26650,"['5248', '15623', '26650', '28040']",6,['9'],['22'],[],None,['2'],4,1,None,4.0,4.0
zipimport behaves badly when the zip file changes while the process is running,19081,4,2013-09-24.04:00:03,252,2018-09-23.13:41:17,29528,"['37', '93', '252', '1309', '2731', '4455', '5251', '9138', '11184', '13902', '14000', '15623', '19573', '29528']",5,[],"['14', '18', '19', '20']",[],None,"['2', '8']",4,1,None,14.0,39.0
Running Python 2 with -3 flag doesn't complain about cmp/__cmp__,32915,None,2018-02-22.23:41:55,24689,2018-09-23.14:35:21,28746,"['114', '2153', '4455', '24689', '28471', '28746']",None,['20'],['14'],[],None,[],4,1,None,6.0,4.0
Regression in file.writelines behavior,27154,None,2016-05-29.17:41:19,2522,2018-09-23.15:16:52,28746,"['2040', '2522', '9663', '13573', '15623', '28746']",5,['23'],['14'],[],None,[],4,1,None,6.0,4.0
urllib.parse.urljoin is broken in python 3.5,25403,None,2015-10-14.11:49:00,22677,2018-09-23.15:30:06,28746,"['1741', '2377', '7047', '14674', '14751', '15949', '22677', '28746']",5,['9'],"['19', '20']",[],None,['17'],4,1,None,8.0,4.0
Documentation improvement proposal for multiprocessing,33553,None,2018-05-17.07:15:18,28541,2018-09-23.16:01:54,28746,"['12260', '28541', '28746']",None,['4'],['22'],[],12260,[],4,1,None,3.0,2.0
sqlite dumpiter dumps invalid script when virtual tables are used,20463,None,2014-01-31.19:57:36,14361,2018-09-23.16:16:06,28746,"['423', '9663', '14361', '23193', '28746']",5,['5'],['14'],[],423,['2'],4,1,None,5.0,3.0
[SSL: BAD_WRITE_RETRY] bad write retry in _ssl.c:1636,22499,None,2014-09-26.01:24:30,10693,2018-09-23.17:16:46,24702,"['1360', '2040', '3080', '3108', '9612', '10693', '11089', '17248', '24702', '26269']",5,['9'],"['18', '19']",[],None,[],4,1,None,10.0,9.0
Use coroutine object or coroutine function instead of coroutine,34753,4,2018-09-20.15:22:10,28180,2018-09-24.05:11:58,28180,"['12260', '16198', '28180']",6,['4'],['22'],[],12260,['2'],4,1,None,3.0,3.0
test_gdb failed,29685,None,2017-03-01.15:42:34,25690,2018-09-24.07:36:46,28746,"['25690', '28746']",2,['12'],['20'],[],None,[],4,1,None,2.0,2.0
Python 3.8 changes how returns through finally clauses are traced,34705,None,2018-09-16.13:15:56,3911,2018-09-24.10:01:02,13034,"['3911', '13034', '15623']",5,['8'],['22'],[],None,[],4,1,None,3.0,8.0
warnings.warn fails silently with unicode input,34752,None,2018-09-20.14:15:37,29508,2018-09-24.12:38:00,28746,"['28746', '29508']",None,['5'],['14'],[],None,[],4,1,None,2.0,4.0
Tutorial doesn''t discuss / and * function arguments,34792,None,2018-09-24.17:58:52,2908,2018-09-24.19:40:30,7047,"['2908', '7047', '12260', '28746']",6,['4'],['21'],[],12260,[],4,1,None,4.0,2.0
Ensure in PyType_Ready() that base class of static type is static,22079,4,2014-07-26.12:36:39,15623,2018-09-25.05:20:02,16197,"['169', '2040', '2377', '9138', '9612', '13902', '15623', '16197', '21530']",6,['8'],"['14', '18', '19']",[],15623,"['2', '8']",4,1,None,9.0,21.0
test_locale failure on OpenBSD,31636,4,2017-09-29.09:39:33,15623,2018-09-25.09:46:06,28746,"['4', '8', '15623', '20485', '28746']",5,['9'],['21'],[],None,['2'],4,1,None,5.0,2.0
json int encoding incorrect for dbus.Byte,33797,None,2018-06-07.16:32:41,28711,2018-09-25.11:53:31,15623,"['1118', '28711', '28746']",5,['9'],['14'],[],None,[],4,1,None,3.0,1.0
test_importlib double free or corruption,31962,None,2017-11-06.20:56:32,27327,2018-09-25.12:34:43,28746,"['27327', '28746']",1,"['1', '12']",['20'],[],None,[],4,1,None,2.0,1.0
Derby #18: Convert 31 sites to Argument Clinic across 23 files,20186,4,2014-01-08.00:23:06,2731,2018-09-25.13:33:22,15623,"['93', '114', '2557', '2731', '13902', '14751', '15623']",6,"['5', '31']",['21'],['34797'],None,['2'],4,1,None,7.0,54.0
test_venv.TestEnsurePip fails mysteriously when /tmp is too small,27526,None,2016-07-16.02:09:05,9663,2018-09-25.14:54:10,28746,"['9663', '17248', '28746']",5,[],[],[],None,[],4,1,None,3.0,1.0
"When function in tracing returns None, tracing continues.",34799,None,2018-09-25.15:06:20,3182,2018-09-25.15:06:20,3182,['3182'],5,[],"['14', '20', '21']",[],None,[],4,1,None,1.0,1.0
argparse: Hybrid help text formatter,12806,None,2011-08-22.00:46:17,14759,2018-09-25.17:00:56,29546,"['2074', '4610', '4692', '7641', '10329', '10531', '13397', '14759', '14858', '29546']",6,['9'],['17'],[],None,[],4,1,None,10.0,20.0
